Bal,Brick,Distance,District,Floor,Kitsp,Livesp,Metrdist,N,New,Nfloors,Price,Rooms,Tel,Totsp,Walk
0.0,1.0,4.0756791096963285,CAD,3,,61.5,5.0,246,0,6.0,10916296,2,0.0,61.5,1.0
0.0,1.0,4.098313006603268,CAD,1,,56.4,5.0,247,0,6.0,10958128,2,0.0,56.4,1.0
1.0,,3.525576697848812,CAD,9,9.0,29.1,8.0,248,0,9.0,10987111,2,1.0,50.0,1.0
1.0,0.0,3.525576697848812,CAD,9,7.1,32.0,8.0,249,0,9.0,10987000,2,,48.4,1.0
1.0,1.0,4.572122946931618,CAD,4,6.0,25.2,5.0,250,0,5.0,10999000,2,1.0,40.0,1.0
,1.0,4.42463956193235,CAD,6,6.0,30.0,5.0,251,0,8.0,11000000,2,,43.0,1.0
,1.0,2.1674641050924746,CAD,2,8.0,44.3,5.0,252,1,6.0,34228000,1,,67.8,1.0
1.0,1.0,4.406797266443954,CAD,10,15.0,50.0,7.0,253,0,12.0,65000000,2,0.0,85.0,1.0
,,1.6118273852578593,CAD,6,44.0,65.0,10.0,254,0,7.0,91776720,4,,151.0,1.0
,1.0,3.5708776572766334,CAD,2,8.0,30.0,6.0,255,0,6.0,11000000,2,,47.0,1.0
1.0,1.0,4.065285384299057,CAD,3,9.0,20.0,10.0,256,0,7.0,11000000,1,1.0,37.0,1.0
1.0,1.0,2.392681631688946,CAD,3,6.0,18.0,10.0,257,0,5.0,11000000,1,1.0,31.0,1.0
1.0,0.0,2.859182339166542,CAD,5,6.0,23.0,7.0,258,0,12.0,11000000,2,,42.0,1.0
1.0,1.0,3.9594003037224135,CAD,2,8.0,18.0,3.0,259,0,9.0,11000000,1,1.0,33.0,1.0
1.0,,4.769779411411368,CAD,7,9.0,32.3,20.0,260,0,12.0,11000000,2,1.0,47.5,1.0
1.0,,3.373929525676916,CAD,3,12.0,18.0,5.0,261,0,9.0,11000000,1,0.0,37.0,1.0
1.0,0.0,4.555070075573386,CAD,7,7.0,33.0,5.0,262,0,12.0,11000000,2,1.0,50.0,1.0
1.0,0.0,2.2046361213987966,CAD,11,7.0,21.6,1.0,263,0,15.0,11000000,1,1.0,39.0,1.0
1.0,1.0,3.5302128476024652,CAD,1,7.0,22.9,11.0,264,0,9.0,11000000,2,1.0,39.3,1.0
,1.0,4.060755485340341,CAD,7,8.0,31.8,5.0,265,1,9.0,11100000,1,,38.8,1.0
,0.0,3.7446606691621596,CAD,7,9.6,30.0,5.0,266,0,12.0,11100000,2,1.0,50.6,1.0
,1.0,2.221385087329601,CAD,1,8.0,22.9,10.0,267,1,8.0,11160000,1,,27.9,1.0
,1.0,6.225126063663198,CAD,1,9.0,43.0,7.0,268,0,9.0,11200000,3,1.0,78.0,1.0
1.0,1.0,3.224821743990725,CAD,2,6.0,20.0,8.0,269,1,7.0,11249465,1,,38.6,1.0
1.0,1.0,3.3672467418407805,CAD,8,10.2,15.1,6.0,270,0,12.0,11280000,1,0.0,37.0,1.0
1.0,1.0,5.1934390088354645,CAD,4,9.0,51.0,10.0,271,0,5.0,11300000,4,1.0,73.0,1.0
,1.0,4.060755485340341,CAD,7,,0.0,5.0,272,0,8.0,11368000,2,,39.2,1.0
1.0,1.0,4.561092857744094,CAD,9,14.0,20.0,5.0,273,0,12.0,11400000,1,1.0,43.0,1.0
,0.0,2.8278352436417618,CAD,5,7.0,36.5,5.0,274,0,8.0,11490000,2,1.0,52.0,1.0
,1.0,3.5465841486721836,CAD,3,7.5,24.0,7.0,275,0,12.0,11500000,2,0.0,40.0,1.0
1.0,0.0,2.8349416475513136,CAD,4,6.0,23.0,3.0,276,0,9.0,11500000,2,1.0,40.0,1.0
1.0,,6.037889019964484,CAD,6,10.0,34.0,15.0,277,0,14.0,11500000,2,0.0,52.0,1.0
1.0,0.0,3.889525690073851,CAD,9,7.0,23.1,5.0,278,0,12.0,11500000,2,1.0,38.7,1.0
1.0,1.0,2.7205457433214537,CAD,3,7.7,21.5,5.0,279,0,9.0,11500000,2,,36.3,1.0
0.0,1.0,2.3328683366375356,CAD,7,,110.8,15.0,280,0,13.0,78668000,2,1.0,110.8,0.0
1.0,1.0,1.4086658711852735,CAD,1,,120.0,5.0,281,1,3.0,225912050,1,,170.0,1.0
,1.0,2.122587080703247,CAD,3,9.0,34.0,9.0,282,1,7.0,35398539,2,,73.8,1.0
,,3.9181246045521667,CAD,2,9.0,30.0,5.0,283,0,9.0,11500000,2,1.0,56.0,1.0
1.0,0.0,3.8866654686809454,CAD,6,8.0,19.0,1.0,284,0,17.0,11500000,1,1.0,40.0,1.0
1.0,,4.447255793931671,CAD,3,10.0,38.0,7.0,285,0,6.0,11500000,2,1.0,65.7,1.0
1.0,1.0,3.706125561975099,CAD,6,8.0,18.0,5.0,286,0,10.0,11599000,1,,34.0,1.0
1.0,0.0,4.540196631966566,CAD,8,6.2,34.0,11.0,287,0,9.0,11650000,3,1.0,56.0,1.0
1.0,0.0,4.056889344638883,CAD,3,8.1,31.5,3.0,288,0,16.0,11700000,2,1.0,52.7,1.0
,,4.219432060222895,CAD,4,6.4,45.0,3.0,289,0,12.0,11700000,3,0.0,55.0,1.0
,0.0,4.811680911810552,CAD,2,13.0,32.0,15.0,290,0,5.0,11700000,2,1.0,54.0,1.0
1.0,,2.8694445252258545,CAD,9,10.0,17.7,9.0,291,0,16.0,11720000,1,1.0,39.0,1.0
,0.0,3.55742512662828,CAD,1,9.0,30.0,6.0,292,0,12.0,11800000,2,1.0,53.0,1.0
1.0,,2.2046361213987966,CAD,5,7.0,21.0,1.0,293,0,15.0,11800000,1,1.0,38.0,1.0
0.0,0.0,4.917478007633821,CAD,6,9.4,29.1,10.0,294,0,12.0,11890000,2,1.0,51.0,1.0
1.0,0.0,3.4976883069140277,CAD,4,9.4,32.3,10.0,295,0,16.0,11900000,2,1.0,54.4,1.0
1.0,1.0,2.9878588902617538,CAD,8,6.0,28.0,8.0,296,0,9.0,11900000,2,1.0,43.2,1.0
,1.0,4.0233824759436105,CAD,2,10.0,37.0,13.0,297,0,5.0,11900000,2,1.0,55.8,1.0
,,3.6547879202968954,CAD,2,6.0,29.0,5.0,298,0,9.0,11950000,2,0.0,45.0,1.0
1.0,0.0,3.9781218461281895,CAD,4,6.3,40.0,6.0,299,0,9.0,11990000,3,,64.0,1.0
,0.0,3.756254336686257,CAD,6,8.0,32.0,7.0,300,0,7.0,11990000,2,1.0,50.0,0.0
,1.0,3.7730300150456166,CAD,5,10.0,19.0,2.0,301,0,17.0,12000000,1,,40.0,1.0
1.0,,4.219248158914197,CAD,5,15.0,35.0,,302,0,9.0,12000000,3,,60.0,
1.0,1.0,2.5828416646478334,CAD,2,8.1,14.2,4.0,303,0,14.0,12000000,1,1.0,37.8,1.0
2.0,0.0,4.808045334842929,CAD,5,6.7,36.0,8.0,304,0,16.0,12000000,2,,60.7,1.0
1.0,,2.880123469786686,CAD,2,6.0,25.0,4.0,305,0,8.0,12000000,2,1.0,35.0,1.0
1.0,0.0,4.241798503816192,CAD,6,6.0,33.2,8.0,306,0,9.0,12000000,3,1.0,51.5,1.0
1.0,,2.4132235372480872,CAD,3,5.5,28.0,2.0,307,0,5.0,12000000,2,1.0,44.0,1.0
,1.0,4.367561356176928,CAD,2,7.3,38.0,9.0,308,0,6.0,13500000,2,1.0,55.0,1.0
2.0,1.0,3.1319230545020886,CAD,4,30.0,120.0,9.0,309,0,7.0,91000000,3,,155.0,1.0
2.0,1.0,2.127586696752274,CAD,4,25.0,150.0,11.0,310,0,6.0,292119300,4,,238.0,1.0
1.0,,4.0324899201356486,CAD,15,12.0,22.0,3.0,311,0,18.0,12000000,1,1.0,45.0,1.0
1.0,1.0,4.628248834644905,CAD,6,6.5,24.9,10.0,312,0,9.0,12000000,2,,41.7,1.0
0.0,1.0,1.9411791359710024,CAD,2,5.0,32.5,6.0,313,0,9.0,12000000,2,1.0,42.9,0.0
0.0,1.0,1.9411791359710024,CAD,2,6.0,33.0,5.0,314,0,9.0,12000000,2,1.0,43.0,1.0
1.0,1.0,3.2122358353297,CAD,13,9.4,20.0,4.0,315,0,13.0,12000000,1,1.0,41.0,1.0
1.0,0.0,3.9781218461281895,CAD,4,6.3,40.0,7.0,316,0,9.0,12050000,3,1.0,64.0,1.0
1.0,1.0,4.0233225620520665,CAD,7,12.0,37.0,5.0,317,0,9.0,12100000,2,1.0,54.6,1.0
,1.0,3.1715082179988947,CAD,2,8.0,31.7,5.0,318,1,7.0,12149400,1,,38.6,1.0
,,3.224821743990725,CAD,2,,0.0,8.0,319,1,7.0,12149427,1,,38.6,1.0
0.0,1.0,3.224821743990725,CAD,2,,0.0,8.0,320,1,7.0,12149427,1,,38.6,1.0
,,1.7881311380492984,CAD,1,6.2,24.3,4.0,321,0,9.0,12150000,2,1.0,38.4,1.0
0.0,1.0,3.191673685902122,CAD,2,,0.0,5.0,322,1,7.0,12177741,1,,38.7,1.0
,,3.224821743990725,CAD,2,,0.0,8.0,323,1,7.0,12177740,1,,38.7,1.0
1.0,1.0,4.5398685632354905,CAD,7,6.0,43.0,5.0,324,0,9.0,12200000,3,1.0,58.0,1.0
1.0,1.0,2.635862332095163,CAD,2,4.0,26.0,5.0,325,0,5.0,12200000,2,0.0,36.0,1.0
1.0,0.0,4.219248158914197,CAD,5,6.0,43.0,10.0,326,0,9.0,12200000,3,0.0,60.0,1.0
1.0,1.0,2.635862332095163,CAD,2,5.0,28.0,5.0,327,0,5.0,12200000,2,1.0,36.0,1.0
,0.0,4.219248158914197,CAD,5,6.0,43.0,7.0,328,0,9.0,12250000,3,,60.0,1.0
1.0,0.0,3.3258052045260036,CAD,12,9.5,30.0,7.0,329,0,12.0,12250000,2,1.0,51.0,1.0
1.0,1.0,2.561433234980412,CAD,8,11.7,16.6,10.0,330,1,19.0,12253900,1,,43.3,1.0
1.0,1.0,3.549508407575178,CAD,6,7.6,36.6,7.0,331,0,9.0,12263797,2,1.0,53.8,1.0
1.0,,3.461538997063443,CAD,7,10.0,19.6,9.0,332,0,17.0,12300000,1,,36.0,1.0
1.0,0.0,3.203072259314587,CAD,3,10.0,19.0,5.0,333,0,14.0,12300000,1,1.0,36.0,1.0
3.0,,3.919881237416631,CAD,12,10.0,38.0,4.0,334,0,12.0,12300000,2,1.0,64.0,1.0
,0.0,3.7446606691621596,CAD,12,9.6,31.0,7.0,335,0,12.0,12300000,2,1.0,50.5,1.0
,0.0,3.508706090098034,CAD,7,10.0,40.0,10.0,336,0,12.0,12500000,2,1.0,55.0,1.0
1.0,1.0,20.157224177729113,CAD,18,9.3,26.8,,337,1,24.0,6362280,1,,41.1,
2.0,0.0,3.375027451143568,CAD,3,40.0,71.0,7.0,338,0,9.0,58000000,4,1.0,150.0,1.0
1.0,0.0,2.561433234980412,CAD,8,8.0,43.0,5.0,339,0,16.0,12312000,3,,64.0,1.0
,1.0,2.040792729299388,CAD,2,6.0,42.0,8.0,340,0,5.0,12350000,3,1.0,55.5,1.0
,,3.224821743990725,CAD,3,,0.0,8.0,341,1,7.0,12393120,1,,38.6,1.0
1.0,,2.3570222095452493,CAD,9,6.0,25.0,10.0,342,0,9.0,12400000,2,0.0,40.0,0.0
1.0,1.0,3.17872787695146,CAD,5,8.0,21.0,10.0,343,0,6.0,12450000,1,1.0,38.0,1.0
0.0,,4.053447401245967,CAD,4,,60.6,6.0,344,1,,12475868,1,,60.6,1.0
1.0,1.0,3.179705434593906,CAD,8,10.0,22.0,7.0,345,0,9.0,12480000,1,,47.0,1.0
1.0,1.0,3.0799958589564183,CAD,3,6.0,45.4,3.0,346,0,5.0,12490000,3,1.0,56.0,1.0
,,5.854410860085202,CAD,2,9.0,30.0,12.0,347,0,12.0,12500000,2,1.0,56.0,1.0
1.0,0.0,4.054024516729587,CAD,7,10.0,33.0,2.0,348,0,7.0,12500000,2,0.0,62.0,1.0
1.0,0.0,3.9789970086549666,CAD,10,8.5,30.3,7.0,349,0,17.0,12500000,2,,50.9,1.0
1.0,1.0,3.4330182816780135,CAD,4,10.0,35.0,10.0,350,0,5.0,12500000,2,1.0,53.0,1.0
1.0,,4.690422687909221,CAD,4,7.0,40.0,10.0,351,0,5.0,12500000,3,,56.0,1.0
,,3.224821743990725,CAD,2,,0.0,8.0,352,1,7.0,12533034,1,,38.7,1.0
0.0,1.0,4.094604567361659,CAD,6,8.0,31.8,5.0,353,1,8.0,12600000,1,,38.8,1.0
,1.0,4.060755485340341,CAD,7,,0.0,5.0,354,0,10.0,12600000,1,,39.0,1.0
,1.0,4.060755485340341,CAD,8,40.0,0.0,5.0,355,0,8.0,12600000,1,,40.0,1.0
1.0,1.0,4.060755485340341,CAD,7,,38.8,7.0,356,0,10.0,12600000,1,0.0,38.8,1.0
,,3.224821743990725,CAD,4,,0.0,8.0,357,1,7.0,12614713,1,,38.5,1.0
0.0,,4.053447401245967,CAD,2,,50.3,6.0,358,1,,12646834,1,,50.3,1.0
,1.0,4.053447401245967,CAD,2,,30.0,6.0,359,1,8.0,12646834,2,,50.3,1.0
,1.0,4.053447401245967,CAD,2,,25.0,6.0,360,1,8.0,12646834,1,,50.3,1.0
0.0,1.0,3.191673685902122,CAD,2,,0.0,5.0,361,1,7.0,12755239,1,,38.1,1.0
,0.0,3.319464726482593,CAD,5,8.5,32.0,10.0,362,0,5.0,12800000,2,1.0,53.0,1.0
1.0,1.0,4.73527191135507,CAD,4,5.4,40.1,12.0,363,0,9.0,12800000,3,1.0,56.4,1.0
,,1.6118273852578593,CAD,2,,0.0,10.0,364,0,7.0,212212743,mult,1.0,399.0,1.0
,1.0,2.594899316459456,CAD,6,15.0,35.0,5.0,365,1,7.0,40590000,2,,61.5,1.0
,1.0,3.071769775637519,CAD,11,14.0,72.0,8.0,366,0,12.0,49000000,5,1.0,113.0,1.0
1.0,1.0,3.2651310871656487,CAD,1,7.0,43.0,10.0,367,0,12.0,12800000,3,,63.0,1.0
0.0,1.0,3.191673685902122,CAD,5,,0.0,5.0,368,1,7.0,12885519,1,,38.6,1.0
1.0,1.0,5.076122364402642,CAD,12,7.0,28.0,11.0,369,0,17.0,12900000,2,,51.0,1.0
0.0,1.0,2.4733500084721207,CAD,2,6.0,32.0,5.0,370,0,6.0,12900000,2,0.0,48.0,0.0
1.0,0.0,1.5802083638266,CAD,2,6.5,23.0,9.0,371,0,12.0,12900000,2,,39.0,1.0
,0.0,3.497463832261023,CAD,3,6.0,39.5,12.0,372,0,12.0,12900000,3,1.0,58.3,1.0
1.0,1.0,4.435862284638499,CAD,5,9.0,33.0,4.0,373,0,9.0,12900000,2,,58.0,1.0
0.0,1.0,5.3035067413236705,CAD,4,,44.2,,374,0,5.0,12900000,2,0.0,54.0,
1.0,,4.07040262277099,CAD,4,6.0,25.0,15.0,375,0,12.0,12950000,2,0.0,45.0,0.0
,1.0,3.73190058063403,CAD,2,9.0,38.0,9.0,376,0,8.0,12950000,2,1.0,55.0,1.0
0.0,1.0,3.73190058063403,CAD,2,10.0,37.0,5.0,377,0,9.0,12950000,2,1.0,55.0,0.0
1.0,,3.958130205250003,CAD,8,8.1,32.0,,378,0,17.0,12950000,2,1.0,53.5,
1.0,,4.062795688917643,CAD,3,8.0,29.0,9.0,379,0,15.0,12990000,2,1.0,52.3,1.0
0.0,1.0,4.324436133247871,CAD,4,6.0,31.0,4.0,380,0,8.0,13000000,2,0.0,45.0,1.0
,,2.6453911155081835,CAD,2,9.0,34.0,9.0,381,0,6.0,13000000,2,1.0,55.0,1.0
1.0,0.0,3.87795853831686,CAD,3,12.0,34.2,5.0,382,0,16.0,13000000,2,1.0,64.5,1.0
1.0,,3.318966139593296,CAD,6,8.0,29.0,6.0,383,0,12.0,13000000,2,,40.0,1.0
0.0,0.0,4.526249774155445,CAD,2,8.0,38.0,5.0,384,0,5.0,13000000,3,1.0,65.0,0.0
,,4.094604567361659,CAD,4,,52.0,5.0,385,0,7.0,13000000,2,,52.0,1.0
1.0,0.0,3.365936356057659,CAD,14,9.0,19.0,11.0,386,0,17.0,13000000,1,1.0,38.0,1.0
0.0,1.0,2.346105469918024,CAD,10,,0.0,3.0,387,1,12.0,13000000,1,,26.0,1.0
1.0,0.0,3.771518954281493,CAD,2,6.0,44.6,13.0,388,0,9.0,13000000,3,,58.7,1.0
,0.0,3.7777362893863105,CAD,11,7.0,39.0,3.0,389,0,12.0,13000000,2,1.0,58.6,1.0
,1.0,3.7284010046966727,CAD,3,,40.0,7.0,390,1,44.0,13000000,2,,67.0,1.0
2.0,0.0,6.282464593358778,CAD,5,9.8,32.0,5.0,391,0,9.0,13000000,2,1.0,60.0,0.0
,1.0,2.346105469918024,CAD,11,12.4,45.2,3.0,392,1,12.0,65922308,2,,74.0,1.0
,,1.5372394876773239,CAD,3,,0.0,2.0,393,0,4.0,193638900,4,,185.0,1.0
,1.0,2.1674641050924746,CAD,1,15.0,125.4,5.0,394,1,6.0,58986000,3,,200.7,1.0
,0.0,2.913109383071783,CAD,2,11.0,35.0,5.0,395,0,9.0,13000000,2,1.0,63.0,1.0
1.0,0.0,1.925232756678512,CAD,9,7.5,25.0,5.0,396,0,9.0,13100000,2,0.0,45.0,1.0
,,3.224821743990725,CAD,7,,0.0,8.0,397,1,7.0,13149940,1,,38.0,1.0
,1.0,4.060755485340341,CAD,2,8.0,35.6,5.0,398,1,9.0,13300000,1,,43.4,1.0
1.0,0.0,3.7446606691621596,CAD,2,10.2,43.3,6.0,399,0,12.0,13300000,3,0.0,64.3,1.0
1.0,0.0,4.366204052973648,CAD,14,9.0,32.2,5.0,400,0,17.0,13300000,2,1.0,53.5,1.0
0.0,1.0,3.191673685902122,CAD,6,,0.0,5.0,401,1,7.0,13356800,1,,38.5,1.0
,0.0,3.3315592001340004,CAD,1,7.0,45.0,5.0,402,0,5.0,13400000,3,,63.0,1.0
1.0,0.0,4.458836519533909,CAD,2,10.0,30.4,12.0,403,0,17.0,13400000,2,1.0,51.0,1.0
1.0,1.0,2.7972603370102753,CAD,5,7.0,56.0,15.0,404,0,5.0,13450000,3,1.0,75.0,1.0
1.0,1.0,3.6766247239508156,CAD,13,11.0,21.0,15.0,405,0,16.0,13490000,1,1.0,46.6,1.0
0.0,1.0,4.094604567361659,CAD,4,,52.0,3.0,406,0,10.0,13500000,2,0.0,52.0,1.0
1.0,1.0,3.3165047549738014,CAD,4,10.0,43.0,10.0,407,0,6.0,13500000,2,,63.8,1.0
2.0,0.0,4.40170554019992,CAD,4,9.5,47.0,6.0,408,0,12.0,13500000,3,1.0,67.0,1.0
1.0,,3.6848519160715365,CAD,2,15.4,42.4,11.0,409,0,4.0,13500000,2,,77.8,1.0
2.0,1.0,3.067428475293063,CAD,5,11.0,20.0,9.0,410,0,9.0,13500000,1,1.0,41.0,1.0
1.0,0.0,2.7990728262149758,CAD,2,5.0,40.0,5.0,411,0,5.0,13500000,3,1.0,55.0,1.0
,0.0,4.242292045852571,CAD,2,9.0,34.0,2.0,412,0,8.0,13500000,2,,60.0,1.0
,1.0,4.59598834145928,CAD,1,8.0,43.0,5.0,413,0,6.0,13500000,2,1.0,63.0,1.0
,1.0,5.232923019735052,CAD,3,7.0,60.0,15.0,414,0,5.0,13500000,3,,82.0,1.0
,1.0,4.060755485340341,CAD,5,10.0,30.0,5.0,415,0,9.0,13500000,1,0.0,49.0,1.0
1.0,1.0,3.5479557427581065,CAD,5,8.0,34.0,15.0,416,0,5.0,13500000,2,1.0,56.0,1.0
1.0,,2.432254577501985,CAD,3,8.0,32.2,3.0,417,0,8.0,13500000,2,,52.2,1.0
,1.0,2.2563774294662258,CAD,1,11.8,18.6,11.0,418,0,5.0,13500000,1,1.0,42.3,1.0
1.0,1.0,5.178912021040597,CAD,8,9.6,31.6,15.0,419,0,22.0,13500000,2,0.0,58.5,1.0
,,2.44469799455338,CAD,11,27.0,31.0,7.0,420,0,18.0,34000000,2,0.0,72.0,1.0
,1.0,2.560430938956886,CAD,5,25.0,50.0,6.0,421,0,7.0,33000000,3,1.0,75.0,1.0
1.0,1.0,2.3135889988548106,CAD,4,,33.3,5.0,422,0,6.0,25700000,2,1.0,57.9,1.0
0.0,1.0,3.191673685902122,CAD,4,,0.0,5.0,423,1,6.0,13546019,1,,37.7,1.0
1.0,1.0,2.561433234980412,CAD,17,14.6,15.4,10.0,424,1,19.0,13546800,1,,42.6,1.0
1.0,0.0,4.392143905326638,CAD,8,11.0,44.5,3.0,425,0,12.0,13600000,3,1.0,65.4,1.0
,1.0,2.1896585977273992,CAD,2,11.0,33.0,7.0,426,0,7.0,13600000,2,1.0,53.1,1.0
0.0,0.0,4.543179800804664,CAD,1,9.5,43.0,10.0,427,0,12.0,13600000,3,0.0,64.0,1.0
,0.0,3.6511168153029048,CAD,1,9.3,44.1,9.0,428,0,12.0,13600000,3,,64.2,1.0
,1.0,4.094604567361659,CAD,9,,0.0,5.0,429,0,10.0,13641600,1,,39.2,1.0
0.0,,2.535805875917013,CAD,8,8.0,32.0,5.0,430,0,11.0,13700000,2,,53.0,1.0
,1.0,2.9062905378418447,CAD,2,8.1,33.6,9.0,431,0,6.0,13700000,2,1.0,54.1,1.0
,0.0,4.324436133247871,CAD,3,6.0,28.0,6.0,432,0,8.0,13800000,2,,43.5,1.0
1.0,1.0,2.4696625367650027,CAD,5,8.0,27.7,8.0,433,0,12.0,13800000,2,1.0,52.0,1.0
,1.0,3.0250733183830563,CAD,2,6.0,4.0,2.0,434,0,5.0,13800000,3,,65.0,1.0
1.0,1.0,3.945610539780451,CAD,4,10.0,37.0,10.0,435,0,5.0,13800000,2,,57.0,1.0
0.0,1.0,3.191673685902122,CAD,7,,0.0,5.0,436,1,7.0,13802742,1,,38.7,1.0
0.0,1.0,3.191673685902122,CAD,2,,0.0,5.0,437,1,7.0,13889099,1,,39.5,1.0
,1.0,4.281510288398648,CAD,2,,57.6,4.0,438,0,9.0,13900000,3,0.0,92.0,1.0
,0.0,4.208149146358059,CAD,3,9.0,39.0,7.0,439,0,6.0,13900000,3,1.0,60.0,1.0
1.0,1.0,2.040792729299388,CAD,3,10.0,43.0,5.0,440,0,5.0,13900000,2,1.0,56.0,1.0
,0.0,1.9832727567088246,CAD,5,,34.0,7.0,441,0,17.0,13900000,1,,42.8,1.0
1.0,1.0,2.182257504396101,CAD,3,6.0,36.6,5.0,442,0,5.0,13900000,3,1.0,56.0,1.0
,,3.811674627991479,CAD,3,8.5,42.2,12.0,443,0,5.0,13950000,3,,67.6,1.0
1.0,,2.8694445252258545,CAD,5,9.3,35.5,9.0,444,0,16.0,13950000,2,,57.3,1.0
,1.0,4.053447401245967,CAD,3,,30.0,6.0,445,1,4.0,13950579,1,,79.2,1.0
,1.0,4.053447401245967,CAD,3,,40.0,6.0,446,1,4.0,13950579,2,,79.2,1.0
,1.0,4.053447401245967,CAD,3,,50.0,6.0,447,1,4.0,13950579,3,,79.2,1.0
,,4.158010482401364,CAD,5,,0.0,7.0,448,0,12.0,258200000,5,,258.2,1.0
,,1.9969606705651985,CAD,3,,0.0,9.0,449,0,8.0,324577000,4,,261.3,1.0
0.0,1.0,5.0917903263987725,CAD,56,10.0,120.0,2.0,450,0,62.0,100046765,2,0.0,143.0,1.0
0.0,,4.053447401245967,CAD,3,,79.2,6.0,451,1,,13950579,1,,79.2,1.0
1.0,0.0,2.814705309325437,CAD,2,9.0,30.0,14.0,452,0,12.0,13990000,2,,54.0,1.0
,1.0,4.728823835817162,CAD,5,9.0,17.4,10.0,453,0,11.0,13999000,2,1.0,42.7,1.0
,1.0,4.728823835817162,CAD,5,9.0,17.4,10.0,454,0,11.0,13999000,1,1.0,42.7,1.0
1.0,0.0,2.649987791689668,CAD,9,8.0,29.0,10.0,455,0,12.0,14000000,2,1.0,53.0,1.0
1.0,1.0,3.064469854471615,CAD,4,6.0,25.0,3.0,456,0,9.0,14000000,2,,40.0,1.0
2.0,1.0,3.067428475293063,CAD,7,10.0,21.0,9.0,457,0,12.0,14000000,1,,44.0,1.0
1.0,,4.062795688917643,CAD,8,8.0,30.0,9.0,458,0,12.0,14000000,2,1.0,52.0,1.0
1.0,1.0,3.5435983545508245,CAD,5,10.0,38.0,4.0,459,0,8.0,14000000,2,1.0,60.0,1.0
1.0,,2.582457347859262,CAD,6,8.0,26.1,10.0,460,0,15.0,14000000,2,1.0,50.0,1.0
1.0,1.0,2.582457347859262,CAD,6,8.0,26.1,5.0,461,0,15.0,14000000,2,1.0,50.0,1.0
1.0,1.0,4.1749027150188,CAD,13,8.0,31.0,4.0,462,0,14.0,14000000,2,1.0,52.0,1.0
0.0,1.0,3.191673685902122,CAD,3,,0.0,5.0,463,1,6.0,14046318,1,,39.8,1.0
,1.0,1.8209525378181934,CAD,2,6.0,36.0,2.0,464,0,5.0,14100000,2,1.0,48.0,1.0
,,4.053447401245967,CAD,2,5.0,32.0,,465,0,10.0,14100000,1,0.0,41.0,
1.0,,4.512800669921386,CAD,4,6.0,32.0,5.0,466,0,9.0,14200000,2,1.0,45.0,1.0
1.0,,3.958130205250003,CAD,3,8.0,31.4,7.0,467,0,17.0,14200000,2,1.0,56.0,1.0
,1.0,4.133896556131118,CAD,1,8.0,37.6,4.0,468,0,8.0,14200000,3,1.0,55.0,1.0
1.0,1.0,3.821294315988693,CAD,8,8.9,36.8,7.0,469,0,9.0,14200000,2,0.0,60.0,1.0
1.0,1.0,3.529036897687635,CAD,3,10.0,28.0,8.0,470,0,8.0,14200186,1,1.0,38.0,1.0
0.0,1.0,4.0756791096963285,CAD,3,,79.2,5.0,471,0,6.0,14229591,3,0.0,79.2,1.0
,,3.284794468657385,CAD,2,9.0,31.0,7.0,472,0,12.0,14250000,2,,51.0,1.0
1.0,1.0,3.224821743990725,CAD,2,5.1,32.2,8.0,473,1,11.0,14256211,2,,48.2,1.0
0.0,0.0,1.9933704293448546,CAD,5,7.4,33.0,5.0,474,0,8.0,14300000,2,1.0,53.5,1.0
2.0,1.0,4.951039560080813,CAD,19,10.0,28.0,5.0,475,0,21.0,14300000,2,1.0,64.0,0.0
,1.0,3.7464657581258853,CAD,5,16.0,68.5,7.0,476,0,11.0,40000000,3,0.0,108.8,1.0
,1.0,1.9122184484217803,CAD,4,20.0,120.0,2.0,477,0,6.0,130000000,4,,200.0,1.0
1.0,0.0,2.220723249366483,CAD,3,9.0,66.0,7.0,478,0,7.0,38000000,4,1.0,90.0,1.0
1.0,0.0,2.832230381269389,CAD,3,9.0,32.0,10.0,479,0,16.0,14300000,2,1.0,54.0,1.0
1.0,1.0,4.951039560080813,CAD,19,,28.4,10.0,480,0,21.0,14300000,2,1.0,63.7,1.0
1.0,1.0,3.224821743990725,CAD,2,,19.5,8.0,481,1,10.0,14387994,1,,38.0,1.0
1.0,1.0,2.561433234980412,CAD,2,12.1,26.8,10.0,482,1,19.0,14400000,2,,57.6,1.0
1.0,1.0,3.318966139593296,CAD,4,10.0,30.0,6.0,483,0,14.0,14400000,2,,50.0,1.0
0.0,1.0,2.598563856211032,CAD,1,8.0,34.0,5.0,484,0,5.0,14400000,2,0.0,65.0,1.0
,1.0,2.7291807508823593,CAD,2,23.0,36.0,5.0,485,0,6.0,14400000,2,1.0,65.0,1.0
,1.0,2.7291807508823593,CAD,2,12.0,45.0,5.0,486,0,6.0,14400000,3,1.0,65.0,1.0
1.0,1.0,2.666844030977228,CAD,3,6.0,37.0,8.0,487,0,6.0,14450000,2,,48.9,1.0
,,4.0243908161462025,CAD,1,7.3,52.3,10.0,488,0,6.0,14490000,3,1.0,71.2,1.0
1.0,0.0,4.056370203625533,CAD,5,8.0,46.0,11.0,489,0,5.0,14500000,3,1.0,68.0,1.0
2.0,1.0,3.021899179966037,CAD,4,11.0,28.0,2.0,490,0,5.0,14500000,1,1.0,66.0,1.0
