0,1,2,3,4,5,6,7,8,9,10,11,Distr,12,13,14
1.0,1.0,14.85641161284259,5.0,4.0,18.5,15.0,0.0,5.0,4200000.0,1.0,1.0,N,26.0,0.0,152094211.0
,1.0,14.401762582625675,1.0,6.2,17.0,10.0,0.0,5.0,4200000.0,1.0,,N,32.0,0.0,151912829.0
2.0,0.0,14.46949016299288,6.0,8.0,20.0,17.0,0.0,14.0,4600000.0,1.0,,N,39.0,1.0,152207478.0
1.0,1.0,14.949695609476752,9.0,9.3,20.3,15.0,0.0,12.0,4800000.0,1.0,,N,37.0,0.0,151371552.0
1.0,0.0,14.914281320601177,6.0,7.5,22.8,20.0,0.0,9.0,5150000.0,2.0,,N,37.0,0.0,147697886.0
1.0,0.0,16.36805467094841,3.0,8.5,19.0,,0.0,16.0,5200000.0,1.0,1.0,N,37.0,,150099587.0
,1.0,12.465963698275385,4.0,10.0,14.0,15.0,1.0,8.0,5257959.0,1.0,,N,33.1,0.0,147181104.0
0.0,1.0,12.466156098788659,4.0,,33.1,10.0,0.0,8.0,5257959.0,1.0,0.0,N,33.1,0.0,149918725.0
0.0,1.0,12.466156098788659,6.0,,35.3,10.0,0.0,8.0,5317928.0,1.0,0.0,N,35.3,0.0,150373030.0
0.0,0.0,14.914281320601177,1.0,8.0,23.0,10.0,0.0,9.0,5350000.0,2.0,1.0,N,37.3,0.0,148891238.0
1.0,0.0,14.423401333676036,11.0,6.0,26.0,10.0,0.0,12.0,5450000.0,2.0,,N,44.0,0.0,150800713.0
0.0,0.0,14.747624732698188,2.0,9.0,19.0,15.0,0.0,17.0,5500000.0,1.0,1.0,N,38.0,0.0,150977232.0
1.0,,14.509960455430573,8.0,10.0,20.0,,0.0,12.0,5600000.0,1.0,1.0,N,38.0,,49417296.0
0.0,1.0,13.179962223370216,7.0,,38.0,10.0,1.0,22.0,5644789.0,1.0,,N,38.0,0.0,151888156.0
1.0,0.0,16.370244650339508,12.0,,,50.0,0.0,16.0,5700000.0,1.0,0.0,N,38.0,1.0,150457902.0
1.0,,14.990446437438404,3.0,5.5,29.4,,0.0,5.0,5800000.0,2.0,,N,45.7,,141203964.0
,0.0,15.841955027550615,1.0,9.0,32.0,,0.0,16.0,5880000.0,2.0,,N,52.0,,149033685.0
1.0,0.0,13.687285529545964,6.0,7.5,18.0,15.0,0.0,17.0,5949000.0,1.0,1.0,N,38.0,0.0,150478185.0
1.0,0.0,14.990446437438404,5.0,5.8,29.5,10.0,0.0,5.0,5990000.0,2.0,,N,45.7,0.0,150933465.0
0.0,1.0,15.0780428760964,2.0,6.0,33.0,34.0,0.0,5.0,6200000.0,2.0,0.0,N,49.0,0.0,152152441.0
1.0,0.0,16.26621168788204,5.0,7.0,30.0,10.0,0.0,12.0,6400000.0,2.0,1.0,N,46.0,0.0,152048757.0
1.0,1.0,13.546537178252215,17.0,10.0,20.0,15.0,0.0,18.0,7000000.0,1.0,0.0,N,38.4,0.0,151606997.0
1.0,1.0,15.304358541803968,17.0,9.0,30.0,10.0,0.0,17.0,7350000.0,2.0,,N,52.0,0.0,148828675.0
1.0,0.0,14.47088177232576,8.0,6.0,24.0,10.0,0.0,12.0,5200000.0,2.0,1.0,N,38.0,0.0,151276988.0
1.0,1.0,14.996549693470746,4.0,12.0,39.0,10.0,0.0,14.0,11990000.0,2.0,1.0,N,75.0,0.0,149029055.0
1.0,0.0,14.86811802630897,10.0,8.0,39.4,15.0,0.0,14.0,8300000.0,3.0,1.0,N,64.0,0.0,151963954.0
2.0,0.0,10.675101657438905,7.0,8.7,31.1,5.0,0.0,14.0,8200000.0,2.0,1.0,N,47.0,0.0,137273063.0
,0.0,8.720452346612728,5.0,6.0,22.0,18.0,0.0,12.0,7100000.0,2.0,,N,39.0,1.0,151521900.0
,1.0,9.384948737811213,7.0,,126.0,5.0,0.0,14.0,40500000.0,4.0,,N,158.0,1.0,150609719.0
0.0,1.0,8.810259910792219,1.0,6.0,18.0,5.0,0.0,9.0,4500000.0,1.0,0.0,N,30.0,0.0,151730858.0
0.0,0.0,10.432466878511187,8.0,6.0,18.0,20.0,0.0,9.0,4800000.0,1.0,1.0,N,32.0,0.0,152042624.0
1.0,1.0,10.339523232926568,5.0,5.8,16.6,10.0,0.0,5.0,4950000.0,1.0,1.0,N,32.0,0.0,151543038.0
1.0,1.0,10.938395480996784,2.0,6.3,15.7,5.0,1.0,16.0,4980000.0,1.0,,N,33.2,0.0,152156898.0
1.0,,10.184173557150343,4.0,7.0,20.0,10.0,0.0,5.0,5000000.0,1.0,0.0,N,32.0,0.0,22380672.0
1.0,0.0,10.675101657438905,9.0,10.0,20.0,,0.0,12.0,5200000.0,1.0,,N,40.0,,149705370.0
1.0,0.0,10.16264856130392,6.0,6.0,21.0,20.0,0.0,9.0,5200000.0,1.0,0.0,N,32.0,1.0,49929839.0
1.0,1.0,9.824214611227529,7.0,6.0,19.0,,0.0,9.0,5500000.0,1.0,1.0,N,32.0,,150167318.0
,0.0,9.840239437264698,1.0,6.0,19.3,15.0,0.0,5.0,5600000.0,1.0,1.0,N,31.1,1.0,146791836.0
,0.0,10.685513685394394,1.0,5.4,32.0,17.0,0.0,5.0,5600000.0,2.0,,N,44.0,1.0,152098174.0
,0.0,10.205944290741808,1.0,6.0,31.0,10.0,0.0,5.0,5800000.0,2.0,,N,44.0,0.0,151166717.0
1.0,1.0,10.721606094485537,4.0,5.8,28.0,10.0,0.0,5.0,5800000.0,2.0,,N,42.5,0.0,148797290.0
1.0,0.0,10.910481801308686,16.0,10.0,15.0,30.0,0.0,16.0,5900000.0,1.0,0.0,N,36.0,1.0,151012252.0
1.0,1.0,10.938395480996784,1.0,9.6,14.8,5.0,1.0,16.0,5944400.0,1.0,,N,38.6,0.0,150937837.0
1.0,1.0,10.373919053307601,3.0,12.0,20.0,10.0,0.0,12.0,6011000.0,1.0,0.0,N,42.4,0.0,149796865.0
1.0,0.0,10.971116538729662,16.0,8.0,19.0,12.0,0.0,17.0,6100000.0,1.0,1.0,N,38.0,0.0,148069074.0
,0.0,10.645175077046916,6.0,7.0,30.0,10.0,0.0,9.0,6100000.0,2.0,1.0,N,47.0,1.0,150993929.0
1.0,0.0,9.255616698269792,11.0,8.5,19.0,10.0,0.0,17.0,6150000.0,1.0,,N,37.8,0.0,50872538.0
1.0,0.0,10.984375918289631,7.0,10.0,19.7,15.0,0.0,12.0,6250000.0,1.0,1.0,N,35.0,0.0,151952551.0
1.0,1.0,10.920080817025015,4.0,5.6,17.3,,0.0,9.0,6400000.0,1.0,,N,31.3,,151353471.0
1.0,0.0,10.876131956316296,2.0,9.0,19.0,10.0,0.0,17.0,6400000.0,1.0,1.0,N,37.0,0.0,149953180.0
1.0,1.0,10.920080817025015,4.0,5.6,17.3,,0.0,9.0,6500000.0,1.0,1.0,N,31.3,,148162689.0
2.0,0.0,9.553525796335087,5.0,8.3,19.1,15.0,0.0,16.0,6700000.0,1.0,0.0,N,38.0,1.0,150707559.0
1.0,1.0,9.256596593030975,6.0,7.5,23.0,28.0,0.0,9.0,6700000.0,2.0,1.0,N,37.0,1.0,151605480.0
1.0,1.0,10.292938060984511,4.0,6.0,39.0,15.0,0.0,5.0,6750000.0,3.0,1.0,N,56.0,1.0,152065269.0
1.0,1.0,15.539035023484573,21.0,9.4,43.1,15.0,0.0,25.0,13495000.0,3.0,1.0,N,73.9,1.0,151831075.0
1.0,1.0,14.899088619259613,23.0,9.0,28.0,12.0,0.0,23.0,9250000.0,1.0,1.0,N,47.0,1.0,151883558.0
1.0,1.0,15.517989915371986,2.0,,,20.0,1.0,17.0,3260464.0,1.0,,N,27.2,1.0,151616532.0
1.0,1.0,15.517989915371986,4.0,,,20.0,1.0,17.0,3439236.0,1.0,,N,27.6,1.0,151616475.0
1.0,1.0,15.517989915371986,8.0,,,20.0,1.0,17.0,3527150.0,1.0,,N,27.5,1.0,151616450.0
1.0,1.0,15.517989915371986,2.0,,,20.0,1.0,17.0,3568278.0,1.0,,N,29.4,1.0,151616490.0
1.0,1.0,15.517989915371986,7.0,,,20.0,1.0,17.0,3828720.0,1.0,,N,30.1,1.0,151616493.0
1.0,1.0,15.517989915371986,2.0,,,20.0,1.0,17.0,4483800.0,1.0,,N,37.6,1.0,149893474.0
1.0,1.0,15.517989915371986,8.0,,,20.0,1.0,17.0,4818548.0,1.0,,N,38.2,1.0,149893524.0
1.0,0.0,15.966832391505527,6.0,6.0,22.0,20.0,0.0,9.0,5000000.0,1.0,0.0,N,32.0,1.0,152070504.0
,0.0,15.025134694933822,1.0,7.0,24.0,15.0,0.0,12.0,5300000.0,2.0,,N,37.5,1.0,149836856.0
,0.0,14.628970755615358,1.0,8.0,23.0,10.0,0.0,9.0,5800000.0,2.0,,N,38.0,1.0,150532253.0
1.0,0.0,15.576245312356324,3.0,8.0,21.0,14.0,0.0,17.0,5850000.0,1.0,1.0,N,40.0,1.0,151541505.0
1.0,0.0,16.319353439671527,10.0,8.5,19.0,20.0,0.0,16.0,5870000.0,1.0,1.0,N,35.9,1.0,151824936.0
1.0,0.0,15.916544222786207,5.0,7.6,22.6,31.0,0.0,9.0,6100000.0,2.0,1.0,N,37.0,1.0,149320155.0
0.0,0.0,15.916852705473321,9.0,10.5,17.5,20.0,0.0,17.0,6300000.0,1.0,,N,37.0,1.0,152117934.0
1.0,1.0,15.517989915371986,3.0,,,20.0,1.0,17.0,6495150.0,2.0,,N,57.0,1.0,149893425.0
1.0,1.0,15.517989915371986,15.0,,,20.0,1.0,17.0,7263584.0,2.0,,N,56.8,1.0,149893451.0
1.0,1.0,14.542756932268686,4.0,6.5,30.0,5.0,0.0,5.0,7400000.0,2.0,1.0,N,44.0,1.0,150977885.0
1.0,1.0,14.507315876694387,9.0,8.5,18.6,10.0,0.0,12.0,7500000.0,1.0,1.0,N,36.6,1.0,151129762.0
1.0,1.0,15.383941432888038,9.0,6.0,40.0,15.0,0.0,9.0,7900000.0,3.0,,N,56.0,1.0,151137752.0
1.0,1.0,14.937673750094113,2.0,9.0,23.0,10.0,0.0,23.0,7990000.0,1.0,1.0,N,47.0,1.0,150383047.0
1.0,1.0,14.894573146892467,2.0,8.5,23.1,15.0,1.0,23.0,8044500.0,1.0,,N,46.5,1.0,152101434.0
1.0,1.0,15.183053964488542,10.0,10.0,20.0,12.0,0.0,17.0,8200000.0,1.0,1.0,N,46.0,1.0,150383054.0
1.0,1.0,14.812217833605109,3.0,10.0,15.3,16.0,0.0,33.0,8224800.0,1.0,0.0,N,44.7,1.0,151081212.0
1.0,1.0,14.805374748191056,3.0,15.9,17.8,10.0,1.0,34.0,8224800.0,1.0,,N,44.7,1.0,152102912.0
1.0,1.0,15.183053964488542,2.0,9.2,21.8,,1.0,22.0,8235000.0,1.0,,N,45.0,,152101868.0
1.0,1.0,15.183053964488542,10.0,9.2,21.6,19.0,0.0,23.0,8271600.0,1.0,0.0,N,45.2,1.0,152067842.0
1.0,1.0,15.155871130284586,16.0,10.0,54.0,10.0,0.0,16.0,14800000.0,3.0,1.0,N,81.0,1.0,151494894.0
1.0,1.0,14.812217833605109,12.0,13.0,37.0,7.0,0.0,27.0,14000000.0,2.0,,N,73.0,1.0,150875833.0
1.0,1.0,15.517989915371986,2.0,,,20.0,1.0,17.0,6236351.0,2.0,,N,56.3,1.0,149893449.0
1.0,0.0,27.08388961571641,23.0,11.0,18.0,,0.0,25.0,4900000.0,1.0,0.0,N,37.0,,152070891.0
1.0,0.0,27.130127164931285,20.0,9.0,19.1,,0.0,25.0,4499000.0,1.0,,N,37.0,,151746687.0
1.0,,26.982749075630746,23.0,12.5,45.0,20.0,0.0,25.0,7400000.0,3.0,1.0,N,73.0,0.0,150774288.0
1.0,1.0,26.85753204415154,19.0,8.8,48.0,,0.0,19.0,7700000.0,3.0,0.0,N,73.0,,149664415.0
1.0,,26.886196006067053,12.0,10.0,17.0,91459.0,0.0,19.0,4400000.0,1.0,0.0,N,36.0,,151038961.0
1.0,1.0,27.125005172626953,2.0,12.0,21.0,20.0,0.0,19.0,4500000.0,1.0,,N,44.4,0.0,151247473.0
1.0,0.0,27.41404996620887,6.0,11.0,21.0,11.0,0.0,25.0,4500000.0,1.0,,N,38.0,0.0,152128613.0
1.0,0.0,27.125005172626953,8.0,14.0,22.0,15.0,0.0,19.0,4600000.0,1.0,,N,46.0,0.0,150618915.0
1.0,0.0,27.033223539611512,15.0,10.0,18.0,20.0,0.0,25.0,4650000.0,1.0,0.0,N,37.0,0.0,147332211.0
,0.0,27.145469419746213,1.0,13.0,40.0,15.0,0.0,19.0,5600000.0,2.0,0.0,N,67.0,0.0,150787601.0
1.0,0.0,26.85753204415154,17.0,8.0,32.0,20.0,0.0,18.0,5650000.0,2.0,,N,54.9,0.0,151962006.0
1.0,0.0,27.130127164931285,20.0,10.6,34.5,20.0,0.0,25.0,5950000.0,2.0,,N,60.0,0.0,150535629.0
1.0,1.0,26.85753204415154,5.0,8.0,33.0,20.0,0.0,19.0,5950000.0,2.0,,N,54.0,0.0,145190803.0
1.0,0.0,26.85753204415154,13.0,8.1,32.7,120.0,0.0,19.0,6000000.0,2.0,0.0,N,54.9,1.0,151750184.0
1.0,0.0,26.91356817831262,18.0,8.1,32.7,,0.0,19.0,6000000.0,2.0,0.0,N,54.9,,147592928.0
1.0,1.0,26.98852569343143,17.0,11.0,39.0,15.0,0.0,19.0,6100000.0,2.0,,N,66.0,0.0,151352869.0
1.0,0.0,27.268340662028827,8.0,8.5,33.0,,0.0,19.0,6100000.0,2.0,0.0,N,56.0,,37544374.0
1.0,0.0,27.145469419746213,5.0,11.4,39.2,20.0,0.0,19.0,6250000.0,2.0,0.0,N,66.2,0.0,151721510.0
1.0,0.0,27.130127164931285,12.0,11.0,35.0,20.0,0.0,25.0,6300000.0,2.0,,N,60.0,0.0,152115199.0
1.0,0.0,27.130127164931285,12.0,11.0,36.0,15.0,0.0,25.0,6350000.0,2.0,,N,63.0,0.0,146300907.0
2.0,,27.145469419746213,16.0,11.0,39.0,15.0,0.0,19.0,6500000.0,2.0,,N,66.2,0.0,150582348.0
1.0,1.0,26.85753204415154,4.0,12.0,45.0,25.0,0.0,19.0,6700000.0,3.0,,N,75.0,0.0,151231327.0
1.0,0.0,26.85753204415154,11.0,8.5,44.0,15.0,0.0,17.0,7000000.0,3.0,,N,73.0,0.0,150807533.0
1.0,0.0,27.08388961571641,5.0,12.0,46.0,,0.0,25.0,7200000.0,3.0,0.0,N,75.0,,148458044.0
1.0,,26.85753204415154,13.0,8.0,46.4,20.0,0.0,19.0,7600000.0,3.0,0.0,N,74.0,0.0,148479866.0
1.0,,27.08127887061512,9.0,15.0,46.0,,0.0,25.0,7830000.0,3.0,,N,75.0,,147652062.0
1.0,0.0,6.144478843624505,3.0,6.0,33.0,5.0,0.0,5.0,6200000.0,2.0,1.0,N,45.1,0.0,152010614.0
,0.0,6.26766329650584,1.0,5.0,16.0,5.0,0.0,5.0,5500000.0,1.0,1.0,N,30.0,1.0,142454921.0
,1.0,5.654142317682169,3.0,6.0,39.0,15.0,0.0,5.0,13700000.0,3.0,,N,56.0,1.0,151521530.0
,,5.19601278127633,2.0,5.1,10.2,12.0,0.0,5.0,4300000.0,1.0,,N,20.0,1.0,151392336.0
1.0,1.0,6.083422033654727,4.0,6.0,18.0,15.0,0.0,5.0,5300000.0,1.0,0.0,N,30.7,1.0,151467074.0
1.0,0.0,6.0298423021221685,7.0,6.0,21.0,3.0,0.0,9.0,5400000.0,1.0,,N,32.0,1.0,152015893.0
,0.0,5.536014670645739,1.0,7.0,19.0,17.0,0.0,8.0,5500000.0,1.0,,N,31.0,1.0,147386941.0
0.0,1.0,5.217704014018459,3.0,7.0,20.0,10.0,0.0,5.0,5800000.0,1.0,1.0,N,33.0,1.0,150984326.0
,1.0,5.990297469283543,1.0,7.0,13.0,13.0,0.0,5.0,5800000.0,1.0,,N,26.0,1.0,152006211.0
,0.0,5.6389691730007625,2.0,7.0,23.0,14.0,0.0,9.0,5900000.0,2.0,,N,37.0,1.0,152163985.0
1.0,0.0,5.665600633355809,3.0,6.0,23.4,17.0,0.0,14.0,6100000.0,1.0,1.0,N,38.5,1.0,151913189.0
1.0,0.0,6.0573704657199094,9.0,6.0,20.0,2.0,0.0,9.0,6200000.0,1.0,0.0,N,31.7,1.0,151656417.0
1.0,1.0,5.654142317682169,2.0,6.0,19.0,12.0,0.0,5.0,6590000.0,1.0,0.0,N,32.0,1.0,151454121.0
,0.0,5.019379627528443,1.0,6.0,27.2,10.0,0.0,5.0,6750000.0,2.0,1.0,N,44.0,1.0,139864108.0
0.0,0.0,4.982611572176838,7.0,7.0,19.0,5.0,0.0,9.0,6950000.0,1.0,1.0,N,33.0,1.0,137739466.0
1.0,0.0,6.0573704657199094,6.0,7.7,22.6,3.0,0.0,9.0,7000000.0,2.0,1.0,N,38.2,1.0,149937180.0
,1.0,6.096058537251119,1.0,6.0,27.0,10.0,0.0,5.0,7150000.0,2.0,,N,42.0,1.0,151720713.0
,1.0,5.474238451103157,2.0,5.5,19.0,15.0,0.0,7.0,7200000.0,1.0,1.0,N,31.0,1.0,149231080.0
1.0,1.0,6.096462439144168,4.0,6.0,30.0,10.0,0.0,5.0,7300000.0,2.0,,N,43.0,1.0,150920219.0
1.0,,6.136244888995371,3.0,6.8,28.0,15.0,0.0,5.0,7300000.0,2.0,1.0,N,46.0,1.0,149594077.0
,1.0,5.877109168379649,2.0,6.2,20.3,15.0,0.0,5.0,7390000.0,1.0,0.0,N,37.0,1.0,151583789.0
1.0,0.0,5.194268775205554,11.0,7.0,24.0,10.0,0.0,12.0,7500000.0,2.0,1.0,N,39.0,1.0,152133134.0
1.0,0.0,5.730818843078103,9.0,7.5,24.0,13.0,0.0,9.0,7590000.0,2.0,1.0,N,38.0,1.0,39358385.0
1.0,0.0,5.007880980899119,11.0,6.6,21.8,10.0,0.0,12.0,7700000.0,2.0,1.0,N,38.6,1.0,148530799.0
,1.0,5.724187827344992,9.0,6.0,27.2,,0.0,9.0,7800000.0,2.0,,N,44.0,,152061398.0
1.0,0.0,5.276067768460852,4.0,10.0,20.0,9.0,0.0,12.0,7800000.0,1.0,0.0,N,40.0,0.0,148921461.0
1.0,0.0,6.189679398066178,2.0,10.0,19.0,19.0,0.0,16.0,8300000.0,1.0,1.0,N,38.0,1.0,148997132.0
1.0,1.0,5.960132128595345,4.0,6.0,30.0,11.0,0.0,5.0,8550000.0,2.0,,N,44.1,1.0,151924542.0
1.0,0.0,6.0573704657199094,6.0,7.7,22.6,3.0,0.0,9.0,7100000.0,2.0,1.0,N,40.0,1.0,149938213.0
1.0,0.0,5.902607678011014,3.0,12.0,29.0,12.0,0.0,16.0,9700000.0,2.0,1.0,N,50.0,1.0,151860929.0
1.0,1.0,4.8065086232908065,17.0,17.3,37.4,10.0,1.0,17.0,29682000.0,2.0,,N,87.3,1.0,149628742.0
,1.0,5.4848259993768025,1.0,11.0,31.0,12.0,0.0,7.0,11800000.0,2.0,,N,63.0,1.0,151521160.0
,1.0,5.490747861953047,1.0,10.5,51.1,15.0,0.0,5.0,12800000.0,3.0,,N,79.0,1.0,150889552.0
,1.0,5.6595487199206325,1.0,10.0,25.0,12.0,0.0,9.0,14000000.0,1.0,0.0,N,38.0,1.0,150857550.0
1.0,1.0,4.8065086232908065,2.0,20.3,14.5,10.0,1.0,17.0,12905500.0,1.0,,N,48.7,1.0,148210090.0
1.0,0.0,5.5466600869810305,9.0,9.4,30.4,10.0,0.0,9.0,10500000.0,2.0,1.0,N,55.0,1.0,149887521.0
,,5.140625877999907,1.0,7.0,18.0,10.0,0.0,9.0,5500000.0,1.0,,N,32.0,1.0,150155730.0
1.0,0.0,8.566788454401468,4.0,6.0,22.0,10.0,0.0,9.0,8600000.0,1.0,,N,32.0,1.0,43320132.0
1.0,0.0,8.69922793598194,5.0,10.0,56.0,7.0,0.0,9.0,20200000.0,3.0,1.0,N,85.0,1.0,151576053.0
1.0,0.0,8.665837544418157,7.0,11.0,45.0,12.0,0.0,8.0,14400000.0,2.0,1.0,N,60.0,1.0,150318107.0
1.0,1.0,8.85663134917988,3.0,8.5,16.9,9.0,0.0,10.0,8000000.0,1.0,1.0,N,33.0,1.0,150338161.0
1.0,1.0,8.508561506887505,1.0,8.1,19.0,5.0,0.0,14.0,8300000.0,1.0,,N,35.0,1.0,152021414.0
,0.0,7.9546694677335426,1.0,8.0,12.0,10.0,0.0,6.0,8400000.0,1.0,1.0,N,30.0,1.0,151182035.0
1.0,,8.85663134917988,4.0,8.5,19.0,8.0,0.0,10.0,8500000.0,1.0,1.0,N,36.0,1.0,151502625.0
1.0,,8.85663134917988,8.0,8.0,16.0,9.0,0.0,10.0,8900000.0,1.0,,N,34.0,1.0,149694818.0
1.0,1.0,8.697174691849526,5.0,6.0,27.2,5.0,0.0,9.0,8999000.0,2.0,1.0,N,42.0,1.0,151916064.0
1.0,0.0,8.288747392671576,11.0,7.5,22.0,7.0,0.0,12.0,9900000.0,2.0,,N,39.0,1.0,51890439.0
1.0,1.0,9.214487320405754,7.0,8.0,31.0,8.0,0.0,8.0,10350000.0,2.0,1.0,N,52.0,1.0,148871333.0
,0.0,10.299964602270167,1.0,6.0,36.3,9.0,0.0,4.0,10500000.0,2.0,1.0,N,64.7,1.0,148146509.0
1.0,1.0,8.717155262769742,8.0,5.9,37.8,9.0,0.0,8.0,11500000.0,3.0,,N,57.8,1.0,151193755.0
,1.0,7.773101349965098,1.0,8.7,29.7,12.0,0.0,6.0,11800000.0,2.0,0.0,N,50.5,1.0,150658561.0
1.0,0.0,8.713994841000668,5.0,8.0,35.0,7.0,0.0,8.0,12000000.0,2.0,1.0,N,63.0,1.0,151012727.0
1.0,1.0,8.475469651734231,5.0,12.0,46.0,10.0,0.0,9.0,12500000.0,3.0,1.0,N,60.0,1.0,24265134.0
0.0,0.0,7.8414994372084115,2.0,8.0,35.0,12.0,0.0,6.0,12500000.0,2.0,0.0,N,45.0,1.0,152102435.0
0.0,0.0,8.839210326253518,2.0,8.0,41.0,5.0,0.0,7.0,12900000.0,2.0,0.0,N,63.0,1.0,151952863.0
,1.0,8.37763538658476,3.0,17.0,17.8,10.0,0.0,16.0,14000000.0,1.0,0.0,N,62.5,1.0,3294764.0
2.0,1.0,10.242422749429837,4.0,8.5,75.4,9.0,0.0,4.0,14149999.0,4.0,1.0,N,99.0,1.0,148457691.0
1.0,0.0,8.059830345222233,4.0,7.5,36.0,3.0,0.0,7.0,14400000.0,2.0,0.0,N,57.0,1.0,149834874.0
1.0,1.0,8.592839153461519,7.0,9.0,40.0,7.0,0.0,8.0,14500000.0,3.0,0.0,N,64.3,1.0,151961429.0
1.0,1.0,7.771055691470869,2.0,7.9,32.7,10.0,0.0,6.0,14500000.0,2.0,1.0,N,54.0,1.0,138730831.0
1.0,0.0,8.754807903057191,4.0,8.0,35.0,9.0,0.0,9.0,14500000.0,2.0,1.0,N,57.0,0.0,148982726.0
1.0,1.0,9.961920985191313,3.0,7.5,52.7,15.0,0.0,8.0,14870000.0,3.0,1.0,N,77.8,1.0,150854570.0
2.0,1.0,9.351675167086542,8.0,10.0,49.9,10.0,0.0,10.0,14950000.0,3.0,1.0,N,70.9,1.0,150361264.0
1.0,1.0,8.501041796142866,14.0,8.5,32.0,5.0,0.0,14.0,15000000.0,2.0,1.0,N,55.0,1.0,150126352.0
,1.0,9.214487320405754,2.0,10.0,52.0,12.0,0.0,8.0,15000000.0,3.0,1.0,N,84.0,1.0,18017104.0
1.0,0.0,8.665837544418157,5.0,11.0,45.0,10.0,0.0,7.0,14400000.0,2.0,1.0,N,60.0,1.0,150830284.0
1.0,,9.853760925724538,8.0,7.6,39.0,8.0,0.0,9.0,9600000.0,3.0,1.0,N,63.0,1.0,151084837.0
2.0,1.0,8.460772163459696,15.0,18.0,87.0,7.0,0.0,23.0,61000000.0,4.0,,N,151.0,1.0,151407202.0
,1.0,8.460772163459696,8.0,26.0,86.0,8.0,0.0,23.0,65000000.0,4.0,1.0,N,133.0,1.0,151949585.0
2.0,1.0,6.827260648504147,5.0,8.0,71.0,16.0,0.0,5.0,15500000.0,4.0,,N,100.0,1.0,151521105.0
1.0,1.0,19.297571013590893,2.0,,17.9,20.0,1.0,16.0,2677500.0,1.0,,N,25.5,0.0,151811033.0
,1.0,8.209506628600941,2.0,5.5,28.0,15.0,0.0,9.0,7200000.0,2.0,1.0,N,42.0,1.0,151401172.0
1.0,1.0,19.297571013590893,8.0,,17.9,20.0,1.0,16.0,2921100.0,1.0,,N,27.3,0.0,151811113.0
1.0,1.0,19.297571013590893,9.0,,17.9,20.0,1.0,16.0,2960700.0,1.0,,N,27.8,0.0,151810955.0
1.0,1.0,19.297571013590893,5.0,10.8,13.5,20.0,1.0,16.0,3456900.0,1.0,,N,33.4,0.0,151811007.0
1.0,1.0,19.297571013590893,8.0,10.8,13.8,20.0,1.0,16.0,3511200.0,1.0,,N,33.6,0.0,151811048.0
1.0,1.0,19.297571013590893,10.0,13.7,14.2,20.0,1.0,16.0,3684450.0,1.0,,N,36.3,0.0,151811047.0
1.0,1.0,19.297571013590893,5.0,9.1,12.5,20.0,1.0,16.0,3749200.0,1.0,,N,36.4,0.0,151810934.0
1.0,1.0,19.297571013590893,3.0,11.8,17.4,20.0,1.0,15.0,4223800.0,1.0,,N,43.1,0.0,151610256.0
1.0,1.0,19.297571013590893,12.0,11.9,17.4,20.0,1.0,15.0,4275915.0,1.0,,N,44.3,0.0,151610461.0
1.0,1.0,19.297571013590893,9.0,11.2,17.6,20.0,1.0,15.0,4287450.0,1.0,,N,42.5,0.0,151610465.0
1.0,1.0,19.297571013590893,12.0,12.4,17.4,20.0,1.0,15.0,4392630.0,1.0,,N,44.4,0.0,151610563.0
1.0,0.0,10.09555082058576,8.0,6.0,21.4,7.0,0.0,9.0,4400000.0,1.0,1.0,N,31.7,1.0,151544182.0
1.0,1.0,19.297571013590893,2.0,12.3,18.2,20.0,1.0,14.0,4471080.0,1.0,,N,44.4,0.0,151610230.0
1.0,1.0,19.297571013590893,4.0,10.2,23.2,20.0,1.0,16.0,4792200.0,2.0,,N,48.9,0.0,151811063.0
1.0,1.0,19.297571013590893,9.0,13.0,18.2,20.0,1.0,14.0,4836538.0,1.0,,N,43.7,0.0,151610075.0
1.0,1.0,19.297571013590893,3.0,9.3,28.9,20.0,1.0,16.0,4910400.0,2.0,,N,52.8,0.0,151811038.0
1.0,1.0,19.297571013590893,4.0,11.0,31.7,20.0,1.0,16.0,4939500.0,2.0,,N,55.5,0.0,151811011.0
1.0,1.0,19.297571013590893,9.0,12.4,18.3,20.0,1.0,14.0,4948400.0,1.0,,N,44.5,0.0,151610158.0
1.0,1.0,19.297571013590893,4.0,10.7,31.7,20.0,1.0,16.0,4956000.0,2.0,,N,56.0,0.0,151810945.0
1.0,1.0,19.297571013590893,2.0,11.1,31.7,20.0,1.0,16.0,4956450.0,2.0,,N,57.3,0.0,151810963.0
1.0,1.0,19.297571013590893,8.0,10.9,28.2,20.0,1.0,16.0,4976100.0,2.0,,N,51.3,0.0,151811073.0
1.0,1.0,19.297571013590893,6.0,13.8,17.9,20.0,1.0,14.0,4980096.0,1.0,,N,47.5,0.0,151610273.0
1.0,1.0,19.297571013590893,7.0,11.1,33.2,20.0,1.0,16.0,5092550.0,2.0,,N,56.9,0.0,151836702.0
1.0,1.0,10.09210748786989,3.0,6.0,18.0,9.0,0.0,5.0,5300000.0,1.0,,N,30.0,1.0,151974888.0
1.0,1.0,7.354087506351715,5.0,5.5,16.9,18.0,0.0,5.0,5800000.0,1.0,1.0,N,30.0,1.0,152103212.0
1.0,1.0,9.658132829106703,5.0,6.0,30.4,5.0,0.0,5.0,5900000.0,2.0,1.0,N,44.0,1.0,150892539.0
