Distance,Floor,Kitsp,Livsp,New,Nfloors,Price,Rooms,Totsp,Metrokm,Bal_0.0,Bal_1.0,Bal_2.0,Bal_3.0,Bal_4.0,Bal_na,Brick_0.0,Brick_1.0,Brick_na,Distr_C,Distr_E,Distr_N,Distr_NE,Distr_NW,Distr_S,Distr_SE,Distr_SW,Distr_W
16.081409528406585,2.0,5.2,14.5,0.0,9.0,3500000.0,1.0,30.2,0.3333333333333333,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
16.441720484474974,2.0,7.0,19.0,0.0,9.0,4950000.0,1.0,33.0,0.6666666666666666,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
15.418589095803915,1.0,6.0,20.0,0.0,5.0,5000000.0,1.0,32.0,0.2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
16.449413786366456,4.0,7.0,21.0,0.0,9.0,5150000.0,1.0,32.0,0.26666666666666666,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
16.171918615430116,1.0,7.0,18.7,0.0,9.0,5190000.0,1.0,33.0,0.26666666666666666,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
16.36160706297983,9.0,6.0,14.0,0.0,9.0,5200000.0,1.0,30.0,0.26666666666666666,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
15.227370466193598,10.0,6.0,15.8,0.0,12.0,5400000.0,1.0,29.5,0.8,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
15.641445604791405,1.0,6.0,29.0,0.0,5.0,5800000.0,2.0,45.0,0.4666666666666667,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
16.240367811714844,5.0,5.5,30.9,0.0,5.0,5990000.0,2.0,45.8,0.6666666666666666,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
15.849386807289374,1.0,7.0,17.0,0.0,12.0,6000000.0,1.0,32.0,0.4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
15.424633838044093,4.0,6.0,30.0,0.0,5.0,6000000.0,2.0,45.0,0.6666666666666666,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
15.15514769503685,7.0,6.0,19.0,0.0,9.0,6149900.0,1.0,33.0,0.26666666666666666,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
16.806799803191563,10.0,10.0,28.0,0.0,12.0,5900000.0,1.0,41.0,1.3333333333333333,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
16.750306776036613,3.0,10.0,20.0,0.0,12.0,6299999.0,1.0,36.0,0.6666666666666666,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
16.97629884586592,4.0,10.0,18.0,0.0,12.0,6500000.0,1.0,36.0,8.333333333333334,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
16.548553169812706,3.0,8.6,24.9,0.0,12.0,6600000.0,1.0,42.9,0.13333333333333333,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
16.36606998472539,10.0,10.0,18.0,0.0,16.0,6750000.0,1.0,35.0,0.5333333333333333,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
16.441720484474974,7.0,7.0,31.0,0.0,9.0,7000000.0,2.0,45.0,1.2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
15.863930430104306,4.0,6.0,28.0,0.0,9.0,7230000.0,2.0,44.0,0.8,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
